starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 17 15:58:33 2013	1371506313	216	669	885	666
Mon Jun 17 15:58:42 2013	1371506322	213	673	885	669
Mon Jun 17 15:58:34 2013	1371506314	209	680	888	618
Mon Jun 17 15:58:45 2013	1371506325	217	672	889	610
Mon Jun 17 15:58:33 2013	1371506313	221	669	890	669
Mon Jun 17 15:58:44 2013	1371506324	206	685	891	624
Mon Jun 17 15:58:33 2013	1371506313	213	678	892	678
Mon Jun 17 15:58:33 2013	1371506313	212	679	892	677
Mon Jun 17 15:58:35 2013	1371506315	204	690	895	622
Mon Jun 17 15:58:30 2013	1371506310	213	682	895	613
Mon Jun 17 15:58:34 2013	1371506314	220	678	898	617
Mon Jun 17 15:58:33 2013	1371506313	207	692	898	691
Mon Jun 17 15:58:35 2013	1371506315	201	698	899	686
Mon Jun 17 15:58:24 2013	1371506304	223	677	900	611
Mon Jun 17 15:58:29 2013	1371506309	206	694	900	613
Mon Jun 17 15:58:32 2013	1371506312	200	700	900	693
Mon Jun 17 15:58:32 2013	1371506312	205	697	902	693
Mon Jun 17 15:58:28 2013	1371506308	225	677	902	674
Mon Jun 17 15:58:29 2013	1371506309	223	680	903	677
Mon Jun 17 15:58:45 2013	1371506325	212	691	903	688
Mon Jun 17 15:58:28 2013	1371506308	215	689	904	623
Mon Jun 17 15:58:23 2013	1371506303	215	689	905	626
Mon Jun 17 15:58:47 2013	1371506327	206	699	905	696
Mon Jun 17 15:58:11 2013	1371506291	316	589	905	527
Mon Jun 17 15:58:22 2013	1371506302	268	637	905	633
Mon Jun 17 15:58:29 2013	1371506309	213	692	905	689
Mon Jun 17 15:58:34 2013	1371506314	217	690	906	627
Mon Jun 17 15:58:42 2013	1371506322	210	697	907	657
Mon Jun 17 15:58:47 2013	1371506327	214	694	908	690
Mon Jun 17 15:58:36 2013	1371506316	206	704	910	633
Mon Jun 17 15:58:22 2013	1371506302	213	698	910	693
Mon Jun 17 15:58:29 2013	1371506309	200	712	911	709
Mon Jun 17 15:58:35 2013	1371506315	215	696	911	649
Mon Jun 17 15:58:29 2013	1371506309	209	704	912	647
Mon Jun 17 15:58:22 2013	1371506302	246	667	914	665
Mon Jun 17 15:58:30 2013	1371506310	201	714	915	714
Mon Jun 17 15:58:47 2013	1371506327	212	703	915	703
Mon Jun 17 15:58:47 2013	1371506327	212	703	915	630
Mon Jun 17 15:58:48 2013	1371506328	207	708	915	708
Mon Jun 17 15:58:23 2013	1371506303	229	687	916	687
Mon Jun 17 15:58:30 2013	1371506310	201	715	917	652
Mon Jun 17 15:58:29 2013	1371506309	209	708	917	706
Mon Jun 17 15:58:28 2013	1371506308	211	707	918	648
Mon Jun 17 15:58:44 2013	1371506324	218	701	919	690
Mon Jun 17 15:58:11 2013	1371506291	346	573	919	511
Mon Jun 17 15:58:23 2013	1371506303	204	715	919	713
Mon Jun 17 15:58:44 2013	1371506324	206	714	920	656
Mon Jun 17 15:58:24 2013	1371506304	204	716	920	714
Mon Jun 17 15:58:34 2013	1371506314	216	707	923	706
Mon Jun 17 15:58:34 2013	1371506314	210	713	923	649
Mon Jun 17 15:58:33 2013	1371506313	224	700	924	699
Mon Jun 17 15:58:45 2013	1371506325	214	711	924	650
Mon Jun 17 15:58:29 2013	1371506309	208	717	925	717
Mon Jun 17 15:58:32 2013	1371506312	206	721	927	658
Mon Jun 17 15:58:37 2013	1371506317	213	714	927	708
Mon Jun 17 15:58:34 2013	1371506314	224	704	928	704
Mon Jun 17 15:58:34 2013	1371506314	212	717	929	654
Mon Jun 17 15:58:34 2013	1371506314	227	704	931	699
Mon Jun 17 15:58:23 2013	1371506303	203	728	932	727
Mon Jun 17 15:58:29 2013	1371506309	201	732	932	731
Mon Jun 17 15:58:31 2013	1371506311	299	634	933	632
Mon Jun 17 15:58:23 2013	1371506303	206	728	934	726
Mon Jun 17 15:58:44 2013	1371506324	201	733	935	731
Mon Jun 17 15:58:35 2013	1371506315	208	728	935	726
Mon Jun 17 15:58:29 2013	1371506309	201	734	936	734
Mon Jun 17 15:58:48 2013	1371506328	202	735	936	675
Mon Jun 17 15:58:29 2013	1371506309	201	736	937	733
Mon Jun 17 15:58:31 2013	1371506311	201	736	937	683
Mon Jun 17 15:58:41 2013	1371506321	204	733	937	729
Mon Jun 17 15:58:34 2013	1371506314	223	714	937	659
Mon Jun 17 15:58:33 2013	1371506313	217	721	938	659
Mon Jun 17 15:58:22 2013	1371506302	210	728	938	721
Mon Jun 17 15:58:42 2013	1371506322	205	734	939	729
Mon Jun 17 15:58:22 2013	1371506302	206	733	940	726
Mon Jun 17 15:58:36 2013	1371506316	217	723	941	651
Mon Jun 17 15:58:23 2013	1371506303	221	721	941	660
Mon Jun 17 15:58:42 2013	1371506322	207	735	943	734
Mon Jun 17 15:58:31 2013	1371506311	200	745	945	742
Mon Jun 17 15:58:30 2013	1371506310	229	716	946	666
Mon Jun 17 15:58:34 2013	1371506314	213	732	946	669
Mon Jun 17 15:58:45 2013	1371506325	228	718	946	717
Mon Jun 17 15:58:47 2013	1371506327	214	735	949	673
Mon Jun 17 15:58:12 2013	1371506292	226	724	950	724
Mon Jun 17 15:58:39 2013	1371506319	210	741	951	677
Mon Jun 17 15:58:41 2013	1371506321	204	747	952	746
Mon Jun 17 15:58:22 2013	1371506302	212	740	952	676
Mon Jun 17 15:58:23 2013	1371506303	232	722	954	719
Mon Jun 17 15:58:32 2013	1371506312	205	749	954	687
Mon Jun 17 15:58:34 2013	1371506314	201	754	955	682
Mon Jun 17 15:58:45 2013	1371506325	201	754	955	692
Mon Jun 17 15:58:23 2013	1371506303	224	732	955	669
Mon Jun 17 15:58:29 2013	1371506309	201	755	956	753
Mon Jun 17 15:58:30 2013	1371506310	212	744	956	682
Mon Jun 17 15:58:29 2013	1371506309	212	745	957	683
Mon Jun 17 15:58:23 2013	1371506303	221	737	957	733
Mon Jun 17 15:58:11 2013	1371506291	353	605	958	605
Mon Jun 17 15:58:41 2013	1371506321	204	754	958	751
Mon Jun 17 15:58:11 2013	1371506291	479	483	962	414
Mon Jun 17 15:58:42 2013	1371506322	222	741	963	741
Mon Jun 17 15:58:45 2013	1371506325	205	759	963	696
Mon Jun 17 15:58:33 2013	1371506313	204	761	965	761
Mon Jun 17 15:58:42 2013	1371506322	224	743	967	681
Mon Jun 17 15:58:34 2013	1371506314	212	757	968	692
Mon Jun 17 15:58:34 2013	1371506314	206	763	969	702
Mon Jun 17 15:58:22 2013	1371506302	204	766	971	766
Mon Jun 17 15:58:33 2013	1371506313	211	761	972	697
Mon Jun 17 15:58:29 2013	1371506309	202	770	972	695
Mon Jun 17 15:58:41 2013	1371506321	204	768	972	707
Mon Jun 17 15:58:45 2013	1371506325	203	770	973	762
Mon Jun 17 15:58:42 2013	1371506322	236	739	975	675
Mon Jun 17 15:58:49 2013	1371506329	216	759	976	693
Mon Jun 17 15:58:23 2013	1371506303	208	768	976	694
Mon Jun 17 15:58:41 2013	1371506321	218	759	977	699
Mon Jun 17 15:58:36 2013	1371506316	203	775	978	768
Mon Jun 17 15:58:29 2013	1371506309	207	772	979	719
Mon Jun 17 15:58:38 2013	1371506318	205	775	980	764
Mon Jun 17 15:58:45 2013	1371506325	203	778	980	774
Mon Jun 17 15:58:40 2013	1371506320	214	768	982	766
Mon Jun 17 15:58:23 2013	1371506303	205	779	983	716
Mon Jun 17 15:58:42 2013	1371506322	215	769	984	768
Mon Jun 17 15:58:45 2013	1371506325	203	783	986	779
Mon Jun 17 15:58:45 2013	1371506325	239	753	992	690
Mon Jun 17 15:58:41 2013	1371506321	209	792	1001	735
Mon Jun 17 15:58:39 2013	1371506319	206	797	1003	794
Mon Jun 17 15:58:31 2013	1371506311	300	704	1003	642
Mon Jun 17 15:58:42 2013	1371506322	223	783	1005	777
Mon Jun 17 15:58:45 2013	1371506325	229	778	1007	716
Mon Jun 17 15:58:32 2013	1371506312	207	806	1013	804
Mon Jun 17 15:58:48 2013	1371506328	252	763	1015	752
Mon Jun 17 15:58:45 2013	1371506325	206	811	1017	801
Mon Jun 17 15:58:42 2013	1371506322	401	617	1018	567
Mon Jun 17 15:58:41 2013	1371506321	204	815	1019	752
Mon Jun 17 15:58:42 2013	1371506322	219	800	1019	795
Mon Jun 17 15:58:41 2013	1371506321	203	816	1019	746
Mon Jun 17 15:58:23 2013	1371506303	291	731	1022	731
Mon Jun 17 15:58:41 2013	1371506321	208	814	1023	758
Mon Jun 17 15:58:40 2013	1371506320	205	819	1024	817
Mon Jun 17 15:58:45 2013	1371506325	213	811	1024	749
Mon Jun 17 15:58:30 2013	1371506310	232	792	1025	740
Mon Jun 17 15:58:45 2013	1371506325	203	824	1026	823
Mon Jun 17 15:58:34 2013	1371506314	204	822	1026	818
Mon Jun 17 15:58:20 2013	1371506300	204	824	1028	822
Mon Jun 17 15:58:39 2013	1371506319	211	818	1029	754
Mon Jun 17 15:58:42 2013	1371506322	223	807	1029	749
Mon Jun 17 15:58:45 2013	1371506325	202	827	1030	759
Mon Jun 17 15:58:13 2013	1371506293	215	816	1031	815
Mon Jun 17 15:58:29 2013	1371506309	207	825	1032	810
Mon Jun 17 15:58:42 2013	1371506322	234	802	1035	740
Mon Jun 17 15:58:13 2013	1371506293	207	829	1036	829
Mon Jun 17 15:58:12 2013	1371506292	213	824	1036	820
Mon Jun 17 15:58:20 2013	1371506300	208	828	1036	826
Mon Jun 17 15:58:31 2013	1371506311	310	727	1037	726
Mon Jun 17 15:58:42 2013	1371506322	207	838	1045	776
Mon Jun 17 15:58:32 2013	1371506312	203	843	1046	841
Mon Jun 17 15:58:37 2013	1371506317	224	824	1047	762
Mon Jun 17 15:58:12 2013	1371506292	214	835	1049	833
Mon Jun 17 15:58:40 2013	1371506320	205	846	1051	844
Mon Jun 17 15:58:21 2013	1371506301	218	834	1052	831
Mon Jun 17 15:58:12 2013	1371506292	224	829	1053	829
Mon Jun 17 15:58:40 2013	1371506320	210	847	1057	847
Mon Jun 17 15:58:32 2013	1371506312	204	854	1057	797
Mon Jun 17 15:58:45 2013	1371506325	202	856	1058	794
Mon Jun 17 15:58:48 2013	1371506328	203	857	1059	856
Mon Jun 17 15:58:42 2013	1371506322	217	843	1060	839
Mon Jun 17 15:58:11 2013	1371506291	705	356	1061	338
Mon Jun 17 15:58:49 2013	1371506329	229	833	1062	764
Mon Jun 17 15:58:12 2013	1371506292	204	858	1062	796
Mon Jun 17 15:58:31 2013	1371506311	208	854	1063	851
Mon Jun 17 15:58:41 2013	1371506321	211	855	1066	853
Mon Jun 17 15:58:39 2013	1371506319	201	866	1067	803
Mon Jun 17 15:58:45 2013	1371506325	205	862	1067	862
Mon Jun 17 15:58:22 2013	1371506302	246	823	1068	765
Mon Jun 17 15:58:32 2013	1371506312	203	866	1069	864
Mon Jun 17 15:58:24 2013	1371506304	206	869	1075	867
Mon Jun 17 15:58:12 2013	1371506292	215	861	1076	794
Mon Jun 17 15:58:40 2013	1371506320	204	875	1079	809
Mon Jun 17 15:58:22 2013	1371506302	199	885	1084	882
Mon Jun 17 15:58:31 2013	1371506311	227	859	1086	858
Mon Jun 17 15:58:22 2013	1371506302	212	874	1086	873
Mon Jun 17 15:58:32 2013	1371506312	205	883	1088	883
Mon Jun 17 15:58:31 2013	1371506311	273	815	1088	751
Mon Jun 17 15:58:31 2013	1371506311	200	891	1091	890
Mon Jun 17 15:58:32 2013	1371506312	208	885	1092	882
Mon Jun 17 15:58:40 2013	1371506320	211	884	1094	821
Mon Jun 17 15:58:32 2013	1371506312	209	885	1094	823
Mon Jun 17 15:58:45 2013	1371506325	217	880	1097	814
Mon Jun 17 15:58:12 2013	1371506292	211	891	1102	888
Mon Jun 17 15:58:48 2013	1371506328	271	836	1107	766
Mon Jun 17 15:58:47 2013	1371506327	210	897	1107	833
Mon Jun 17 15:58:32 2013	1371506312	222	885	1107	883
Mon Jun 17 15:58:31 2013	1371506311	278	835	1113	772
Mon Jun 17 15:58:47 2013	1371506327	228	887	1115	886
Mon Jun 17 15:58:47 2013	1371506327	212	906	1118	901
Mon Jun 17 15:58:48 2013	1371506328	209	911	1120	910
Mon Jun 17 15:58:21 2013	1371506301	209	912	1121	904
Mon Jun 17 15:58:31 2013	1371506311	219	905	1124	840
Mon Jun 17 15:58:37 2013	1371506317	212	913	1125	851
Mon Jun 17 15:58:22 2013	1371506302	209	918	1126	917
Mon Jun 17 15:58:31 2013	1371506311	203	925	1128	922
Mon Jun 17 15:58:13 2013	1371506293	203	927	1130	927
Mon Jun 17 15:58:32 2013	1371506312	204	927	1131	924
Mon Jun 17 15:58:31 2013	1371506311	283	850	1133	788
Mon Jun 17 15:58:14 2013	1371506294	201	933	1134	871
Mon Jun 17 15:58:41 2013	1371506321	203	933	1136	872
Mon Jun 17 15:58:39 2013	1371506319	210	930	1140	929
Mon Jun 17 15:58:40 2013	1371506320	214	928	1142	925
Mon Jun 17 15:58:22 2013	1371506302	207	936	1143	869
Mon Jun 17 15:58:47 2013	1371506327	203	942	1145	873
Mon Jun 17 15:58:32 2013	1371506312	205	941	1146	879
Mon Jun 17 15:58:13 2013	1371506293	203	946	1149	946
Mon Jun 17 15:58:47 2013	1371506327	221	930	1151	928
Mon Jun 17 15:58:41 2013	1371506321	206	947	1153	883
Mon Jun 17 15:58:48 2013	1371506328	204	949	1153	945
Mon Jun 17 15:58:39 2013	1371506319	214	942	1156	942
Mon Jun 17 15:58:47 2013	1371506327	215	943	1157	941
Mon Jun 17 15:58:11 2013	1371506291	713	448	1161	390
Mon Jun 17 15:58:48 2013	1371506328	212	950	1162	949
Mon Jun 17 15:58:21 2013	1371506301	208	955	1163	955
Mon Jun 17 15:58:31 2013	1371506311	223	942	1165	942
Mon Jun 17 15:58:21 2013	1371506301	213	959	1172	898
Mon Jun 17 15:58:47 2013	1371506327	203	971	1174	971
Mon Jun 17 15:58:40 2013	1371506320	264	913	1177	913
Mon Jun 17 15:58:47 2013	1371506327	213	966	1179	965
Mon Jun 17 15:58:32 2013	1371506312	207	977	1184	921
Mon Jun 17 15:58:41 2013	1371506321	223	963	1186	898
Mon Jun 17 15:58:22 2013	1371506302	202	984	1186	921
Mon Jun 17 15:58:48 2013	1371506328	203	984	1186	934
Mon Jun 17 15:58:31 2013	1371506311	242	946	1188	944
Mon Jun 17 15:58:21 2013	1371506301	202	986	1189	986
Mon Jun 17 15:58:48 2013	1371506328	204	987	1191	986
Mon Jun 17 15:58:21 2013	1371506301	202	991	1193	990
Mon Jun 17 15:58:41 2013	1371506321	210	986	1196	940
Mon Jun 17 15:58:42 2013	1371506322	698	500	1197	440
Mon Jun 17 15:58:40 2013	1371506320	249	949	1199	949
Mon Jun 17 15:58:32 2013	1371506312	211	988	1200	986
Mon Jun 17 15:58:20 2013	1371506300	207	995	1202	994
Mon Jun 17 15:58:22 2013	1371506302	202	1004	1206	1002
Mon Jun 17 15:58:13 2013	1371506293	225	982	1207	981
Mon Jun 17 15:58:21 2013	1371506301	205	1003	1208	1000
Mon Jun 17 15:58:13 2013	1371506293	207	1004	1211	1003
Mon Jun 17 15:58:21 2013	1371506301	208	1003	1211	998
Mon Jun 17 15:58:22 2013	1371506302	203	1012	1215	948
Mon Jun 17 15:58:31 2013	1371506311	202	1016	1218	954
Mon Jun 17 15:58:29 2013	1371506309	205	1013	1219	951
Mon Jun 17 15:58:18 2013	1371506298	212	1007	1219	1006
Mon Jun 17 15:58:40 2013	1371506320	206	1017	1223	1015
Mon Jun 17 15:58:48 2013	1371506328	204	1022	1226	960
Mon Jun 17 15:58:18 2013	1371506298	204	1029	1233	968
Mon Jun 17 15:58:21 2013	1371506301	204	1030	1234	979
Mon Jun 17 15:58:48 2013	1371506328	203	1036	1239	955
Mon Jun 17 15:58:39 2013	1371506319	209	1030	1239	1028
Mon Jun 17 15:58:12 2013	1371506292	232	1011	1243	945
Mon Jun 17 15:58:39 2013	1371506319	210	1033	1244	1031
Mon Jun 17 15:58:21 2013	1371506301	204	1040	1244	1038
Mon Jun 17 15:58:21 2013	1371506301	203	1042	1245	1038
Mon Jun 17 15:58:44 2013	1371506324	212	1038	1251	1032
Mon Jun 17 15:58:17 2013	1371506297	209	1044	1253	1044
Mon Jun 17 15:58:48 2013	1371506328	220	1038	1258	1034
Mon Jun 17 15:58:48 2013	1371506328	203	1060	1263	998
Mon Jun 17 15:58:39 2013	1371506319	203	1060	1264	988
Mon Jun 17 15:58:21 2013	1371506301	211	1055	1266	1053
Mon Jun 17 15:58:13 2013	1371506293	202	1068	1270	1004
Mon Jun 17 15:58:11 2013	1371506291	722	548	1271	485
Mon Jun 17 15:58:21 2013	1371506301	207	1068	1275	1068
Mon Jun 17 15:58:13 2013	1371506293	218	1059	1277	1059
Mon Jun 17 15:58:46 2013	1371506326	203	1074	1277	1020
Mon Jun 17 15:58:40 2013	1371506320	292	985	1278	985
Mon Jun 17 15:58:40 2013	1371506320	205	1074	1279	1013
Mon Jun 17 15:58:48 2013	1371506328	217	1064	1280	1061
Mon Jun 17 15:58:39 2013	1371506319	205	1075	1280	1067
Mon Jun 17 15:58:42 2013	1371506322	227	1054	1281	988
Mon Jun 17 15:58:40 2013	1371506320	292	991	1283	990
Mon Jun 17 15:58:39 2013	1371506319	204	1082	1287	1077
Mon Jun 17 15:58:21 2013	1371506301	204	1084	1288	1084
Mon Jun 17 15:58:13 2013	1371506293	206	1082	1288	1081
Mon Jun 17 15:58:21 2013	1371506301	203	1092	1295	1080
Mon Jun 17 15:58:40 2013	1371506320	203	1092	1295	1030
Mon Jun 17 15:58:48 2013	1371506328	204	1091	1295	1090
Mon Jun 17 15:58:21 2013	1371506301	202	1099	1301	1097
Mon Jun 17 15:58:39 2013	1371506319	202	1099	1301	1047
Mon Jun 17 15:58:40 2013	1371506320	264	1045	1309	984
Mon Jun 17 15:58:14 2013	1371506294	201	1111	1312	1109
Mon Jun 17 15:58:17 2013	1371506297	211	1110	1322	1110
Mon Jun 17 15:58:14 2013	1371506294	204	1123	1326	1061
Mon Jun 17 15:58:20 2013	1371506300	204	1129	1333	1127
Mon Jun 17 15:58:41 2013	1371506321	217	1118	1335	1057
Mon Jun 17 15:58:46 2013	1371506326	214	1127	1341	1114
Mon Jun 17 15:58:46 2013	1371506326	203	1140	1343	1084
Mon Jun 17 15:58:32 2013	1371506312	205	1139	1343	1076
Mon Jun 17 15:58:13 2013	1371506293	204	1139	1344	1139
Mon Jun 17 15:58:48 2013	1371506328	215	1133	1348	1070
Mon Jun 17 15:58:14 2013	1371506294	204	1144	1348	1079
Mon Jun 17 15:58:13 2013	1371506293	202	1151	1353	1093
Mon Jun 17 15:58:21 2013	1371506301	206	1148	1354	1145
Mon Jun 17 15:58:39 2013	1371506319	214	1140	1354	1079
Mon Jun 17 15:58:39 2013	1371506319	201	1155	1356	1100
Mon Jun 17 15:58:13 2013	1371506293	207	1149	1357	1088
Mon Jun 17 15:58:11 2013	1371506291	733	626	1359	508
Mon Jun 17 15:58:48 2013	1371506328	199	1162	1361	1101
Mon Jun 17 15:58:21 2013	1371506301	200	1162	1362	1100
Mon Jun 17 15:58:21 2013	1371506301	205	1164	1370	1162
Mon Jun 17 15:58:21 2013	1371506301	204	1167	1371	1106
Mon Jun 17 15:58:21 2013	1371506301	213	1160	1373	1083
Mon Jun 17 15:58:13 2013	1371506293	214	1166	1380	1166
Mon Jun 17 15:58:21 2013	1371506301	207	1174	1381	1122
Mon Jun 17 15:58:11 2013	1371506291	287	1101	1388	1039
Mon Jun 17 15:58:13 2013	1371506293	209	1182	1392	1180
Mon Jun 17 15:58:20 2013	1371506300	209	1185	1394	1177
Mon Jun 17 15:58:14 2013	1371506294	238	1160	1399	1150
Mon Jun 17 15:58:20 2013	1371506300	204	1197	1401	1196
Mon Jun 17 15:58:26 2013	1371506306	203	1207	1411	1189
Mon Jun 17 15:58:13 2013	1371506293	205	1209	1415	1208
Mon Jun 17 15:58:13 2013	1371506293	212	1205	1417	1203
Mon Jun 17 15:58:17 2013	1371506297	205	1215	1420	1211
Mon Jun 17 15:58:14 2013	1371506294	270	1156	1426	1086
Mon Jun 17 15:58:18 2013	1371506298	204	1222	1427	1221
Mon Jun 17 15:58:13 2013	1371506293	204	1231	1434	1230
Mon Jun 17 15:58:45 2013	1371506325	204	1232	1435	1170
Mon Jun 17 15:58:14 2013	1371506294	215	1231	1446	1164
Mon Jun 17 15:58:13 2013	1371506293	204	1243	1447	1178
Mon Jun 17 15:58:18 2013	1371506298	203	1247	1450	1247
Mon Jun 17 15:58:13 2013	1371506293	207	1252	1458	1190
Mon Jun 17 15:58:18 2013	1371506298	206	1252	1459	1190
Mon Jun 17 15:58:14 2013	1371506294	206	1254	1459	1252
Mon Jun 17 15:58:21 2013	1371506301	204	1258	1462	1191
Mon Jun 17 15:58:14 2013	1371506294	228	1240	1468	1178
Mon Jun 17 15:58:14 2013	1371506294	247	1224	1471	1215
Mon Jun 17 15:58:27 2013	1371506307	200	1283	1483	1282
Mon Jun 17 15:58:45 2013	1371506325	208	1291	1499	1229
Mon Jun 17 15:58:23 2013	1371506303	207	1292	1499	1231
Mon Jun 17 15:58:17 2013	1371506297	207	1294	1501	1291
Mon Jun 17 15:58:13 2013	1371506293	203	1300	1503	1239
Mon Jun 17 15:58:23 2013	1371506303	213	1300	1513	1244
Mon Jun 17 15:58:45 2013	1371506325	204	1311	1516	1245
Mon Jun 17 15:58:23 2013	1371506303	202	1321	1524	1264
Mon Jun 17 15:58:47 2013	1371506327	203	1332	1535	1270
Mon Jun 17 15:58:18 2013	1371506298	211	1328	1538	1265
Mon Jun 17 15:58:45 2013	1371506325	224	1325	1549	1264
Mon Jun 17 15:58:22 2013	1371506302	200	1358	1558	1296
Mon Jun 17 15:58:14 2013	1371506294	203	1373	1576	1368
Mon Jun 17 15:58:42 2013	1371506322	683	896	1579	817
Mon Jun 17 15:58:17 2013	1371506297	203	1384	1586	1383
Mon Jun 17 15:58:18 2013	1371506298	204	1401	1605	1339
Mon Jun 17 15:58:11 2013	1371506291	1045	565	1609	502
Mon Jun 17 15:58:46 2013	1371506326	215	1396	1611	1352
Mon Jun 17 15:58:11 2013	1371506291	1058	557	1615	516
Mon Jun 17 15:58:14 2013	1371506294	210	1408	1618	1348
Mon Jun 17 15:58:40 2013	1371506320	206	1435	1641	1433
Mon Jun 17 15:58:17 2013	1371506297	217	1437	1654	1381
Mon Jun 17 15:58:39 2013	1371506319	208	1465	1673	1403
Mon Jun 17 15:58:17 2013	1371506297	205	1486	1691	1425
Mon Jun 17 15:58:20 2013	1371506300	203	1489	1692	1425
Mon Jun 17 15:58:14 2013	1371506294	223	1473	1696	1411
Mon Jun 17 15:58:13 2013	1371506293	205	1496	1701	1435
Mon Jun 17 15:58:14 2013	1371506294	234	1473	1707	1472
Mon Jun 17 15:58:14 2013	1371506294	212	1503	1715	1441
Mon Jun 17 15:58:21 2013	1371506301	204	1526	1730	1503
Mon Jun 17 15:58:14 2013	1371506294	204	1526	1731	1525
Mon Jun 17 15:58:19 2013	1371506299	203	1552	1755	1491
Mon Jun 17 15:58:47 2013	1371506327	230	1550	1780	1488
Mon Jun 17 15:58:19 2013	1371506299	214	1580	1794	1578
Mon Jun 17 15:58:18 2013	1371506298	221	1588	1809	1527
Mon Jun 17 15:58:17 2013	1371506297	645	1187	1832	1186
Mon Jun 17 15:58:18 2013	1371506298	250	1596	1845	1594
Mon Jun 17 15:58:18 2013	1371506298	207	1653	1860	1589
Mon Jun 17 15:58:41 2013	1371506321	217	1663	1880	1037
Mon Jun 17 15:58:19 2013	1371506299	210	1680	1890	1672
Mon Jun 17 15:58:19 2013	1371506299	203	1710	1913	1639
Mon Jun 17 15:58:19 2013	1371506299	204	1717	1921	1717
Mon Jun 17 15:58:39 2013	1371506319	223	1701	1924	1639
Mon Jun 17 15:58:14 2013	1371506294	206	1731	1937	1718
Mon Jun 17 15:58:19 2013	1371506299	204	1743	1947	1741
Mon Jun 17 15:58:47 2013	1371506327	219	1729	1948	1670
Mon Jun 17 15:58:39 2013	1371506319	211	1738	1949	1676
Mon Jun 17 15:58:19 2013	1371506299	204	1760	1964	1756
Mon Jun 17 15:58:14 2013	1371506294	207	1759	1966	1757
Mon Jun 17 15:58:17 2013	1371506297	212	1768	1980	1701
Mon Jun 17 15:58:14 2013	1371506294	212	1770	1982	1739
Mon Jun 17 15:58:16 2013	1371506296	205	1785	1990	1723
Mon Jun 17 15:58:19 2013	1371506299	203	1788	1990	1786
Mon Jun 17 15:58:19 2013	1371506299	202	1793	1995	1786
Mon Jun 17 15:58:19 2013	1371506299	213	1820	2034	1819
Mon Jun 17 15:58:16 2013	1371506296	202	1834	2036	1830
Mon Jun 17 15:58:19 2013	1371506299	211	1829	2040	1828
Mon Jun 17 15:58:19 2013	1371506299	205	1840	2045	1839
Mon Jun 17 15:58:19 2013	1371506299	201	1855	2056	1791
Mon Jun 17 15:58:15 2013	1371506295	208	1854	2062	1851
Mon Jun 17 15:58:18 2013	1371506298	231	1832	2063	1831
Mon Jun 17 15:58:18 2013	1371506298	215	1852	2067	1790
Mon Jun 17 15:58:18 2013	1371506298	214	1862	2076	1852
Mon Jun 17 15:58:15 2013	1371506295	213	1871	2084	1871
Mon Jun 17 15:58:18 2013	1371506298	205	1907	2113	1845
Mon Jun 17 15:58:15 2013	1371506295	202	1929	2131	1927
Mon Jun 17 15:58:16 2013	1371506296	203	1933	2136	1929
Mon Jun 17 15:58:19 2013	1371506299	210	1927	2137	1854
Mon Jun 17 15:58:18 2013	1371506298	206	1932	2137	1931
Mon Jun 17 15:58:15 2013	1371506295	205	1937	2141	1936
Mon Jun 17 15:58:16 2013	1371506296	202	1941	2143	1940
Mon Jun 17 15:58:14 2013	1371506294	204	1941	2145	1878
Mon Jun 17 15:58:18 2013	1371506298	203	1949	2152	1888
Mon Jun 17 15:58:15 2013	1371506295	216	1941	2157	1941
Mon Jun 17 15:58:15 2013	1371506295	203	1960	2163	1956
Mon Jun 17 15:58:15 2013	1371506295	205	1962	2167	1959
Mon Jun 17 15:58:19 2013	1371506299	219	1960	2178	1959
Mon Jun 17 15:58:14 2013	1371506294	203	1994	2197	1993
Mon Jun 17 15:58:16 2013	1371506296	204	2003	2206	2003
Mon Jun 17 15:58:16 2013	1371506296	204	2122	2326	2122
Mon Jun 17 15:58:15 2013	1371506295	209	2118	2327	2118
Mon Jun 17 15:58:16 2013	1371506296	1303	1037	2340	1037
Mon Jun 17 15:58:16 2013	1371506296	205	2158	2363	2156
Mon Jun 17 15:58:16 2013	1371506296	206	2160	2366	2155
Mon Jun 17 15:58:15 2013	1371506295	221	2207	2429	2144
Mon Jun 17 15:58:16 2013	1371506296	213	2235	2447	2221
Mon Jun 17 15:58:15 2013	1371506295	212	2247	2460	2186
Mon Jun 17 15:58:15 2013	1371506295	201	2261	2463	2200
Mon Jun 17 15:58:15 2013	1371506295	203	2272	2475	2201
Mon Jun 17 15:58:15 2013	1371506295	205	2342	2547	2340
Mon Jun 17 15:58:18 2013	1371506298	202	2548	2750	2497
Mon Jun 17 15:58:15 2013	1371506295	210	2828	3039	2766
